data,preco
2025-07-12 01:58:35,16418.68
2025-07-12 01:59:05,16418.68
2025-07-12 01:59:35,16418.68
2025-07-12 01:59:37,16416.86
2025-07-12 01:59:47,2953.06
2025-07-12 02:03:41,16425.02
2025-07-12 02:04:12,16425.02
2025-07-12 02:04:42,16425.02
2025-07-12 02:31:50,2953.42
2025-07-12 02:31:50,16423.03
2025-07-12 02:31:50,2526.92
2025-07-12 02:45:20,16429.65
